sentnum,word,word_position,word_length
3.0,הוא,4,3
3.0,השימוש,5,6
3.0,בחומרים,6,7
3.0,משפרי,7,5
3.0,ביצוע,8,5
3.0,אסורים,9,6
3.0,על,10,2
3.0,ידי,11,3
3.0,מתחרים.,12,7
3.0,המונח,1,5
3.0,סימום,2,5
3.0,נמצא,3,4
3.0,בשימוש,4,6
3.0,נרחב,5,4
3.0,על,6,2
3.0,ידי,7,3
3.0,ארגונים,8,7
3.0,המסדירים,9,8
3.0,תחרויות,10,7
3.0,ספורט.,11,6
3.0,השימוש,1,6
3.0,בחומרים,2,7
3.0,משפרי,3,5
3.0,ביצוע,4,5
3.0,נחשב,5,4
3.0,במידה,6,5
3.0,רבה,7,3
3.0,כלא,8,3
3.0,"מוסרי,",9,6
3.0,ולכן,10,4
3.0,נאסר,11,4
3.0,על,12,2
3.0,ידי,13,3
3.0,רוב,14,3
3.0,ארגוני,15,6
3.0,הספורט,16,6
3.0,"הבינלאומיים,",17,12
3.0,כולל,18,4
3.0,הועד,19,4
3.0,האולימפי,20,8
3.0,הבינלאומי.,21,10
3.0,"בנוסף,",1,6
3.0,ספורטאים,2,8
3.0,אשר,3,3
3.0,נוקטים,4,6
3.0,צעדים,5,5
3.0,מפורשים,6,7
3.0,על,7,2
3.0,מנת,8,3
3.0,להתחמק,9,6
3.0,מגילוי,10,6
3.0,מחמירים,11,7
3.0,את,12,2
3.0,ההפרה,13,5
3.0,האתית,14,5
3.0,בשל,15,3
3.0,הטעיה,16,5
3.0,גלויה,17,5
3.0,ורמאות.,18,7
3.0,למרות,1,5
3.0,שכיחות,2,6
3.0,הנושא,3,5
3.0,בכותרות,4,7
3.0,"לאחרונה,",5,8
3.0,סימום,6,5
3.0,אינה,7,4
3.0,תופעה,8,5
3.0,חדשה,9,4
3.0,–,10,1
3.0,"למעשה,",11,6
3.0,תופעה,12,5
3.0,זו,13,2
3.0,עתיקה,14,5
3.0,כספורט,15,6
3.0,בכללותו.,16,8
3.0,משימוש,1,6
3.0,בחומרים,2,7
3.0,אסורים,3,6
3.0,במירוצי,4,7
3.0,כרכרות,5,6
3.0,"עתיקים,",6,7
3.0,עד,7,2
3.0,למחלוקות,8,8
3.0,האחרונות,9,8
3.0,בבייסבול,10,8
3.0,וברכיבה,11,7
3.0,על,12,2
3.0,"אופניים,",13,8
3.0,דעתם,14,4
3.0,של,15,2
3.0,ספורטאים,16,8
3.0,השתנתה,17,6
3.0,במידה,18,5
3.0,רבה,19,3
3.0,לאורך,20,5
3.0,השנים.,21,6
3.0,בעשורים,1,7
3.0,"האחרונים,",2,9
3.0,רשויות,3,6
3.0,וארגוני,4,7
3.0,ספורט,5,5
3.0,ניסו,6,4
3.0,לאסור,7,5
3.0,באופן,8,5
3.0,ברור,9,4
3.0,את,10,2
3.0,השימוש,11,6
3.0,בסמים,12,5
3.0,בספורט.,13,7
3.0,הסיבות,1,6
3.0,לאיסור,2,6
3.0,זה,3,2
3.0,הינן,4,4
3.0,הסיכונים,5,8
3.0,הבריאותיים,6,10
3.0,בשימוש,7,6
3.0,בחומרים,8,7
3.0,משפרי-,9,6
3.0,"ביצוע,",10,6
3.0,שוויון,11,6
3.0,הזדמנויות,12,9
3.0,לכל,13,3
3.0,"האתלטים,",14,8
3.0,והרצון,15,6
3.0,ליצור,16,5
3.0,דוגמא,17,5
3.0,חיובית,18,6
3.0,לציבור,19,6
3.0,הרחב,20,4
3.0,על,21,2
3.0,ידי,22,3
3.0,ספורט,23,5
3.0,ללא,24,3
3.0,סמים.,25,5
3.0,רשויות,1,6
3.0,למניעת,2,6
3.0,סימום,3,5
3.0,הדגישו,4,6
3.0,שוב,5,3
3.0,ושוב,6,4
3.0,שהשימוש,7,7
3.0,בחומרים,8,7
3.0,משפרי,9,5
3.0,ביצוע,10,5
3.0,נוגד,11,4
3.0,את,12,2
3.0,רוחו,13,4
3.0,הספורט.,14,7
4.0,הזאב,1,4
4.0,הטסמני,2,6
4.0,הוא,3,3
4.0,יונק,4,4
4.0,שככל,5,4
4.0,הנראה,6,5
4.0,נכחד,7,4
4.0,מן,8,2
4.0,העולם,9,5
4.0,במהלך,10,5
4.0,המאה,11,4
4.0,העשרים.,12,7
4.0,הוא,1,3
4.0,מסווג,2,5
4.0,כחיית,3,5
4.0,כיס,4,3
4.0,ונחשב,5,5
4.0,לטורף,6,5
4.0,הכיס,7,4
4.0,הגדול,8,5
4.0,ביותר,9,5
4.0,בעידן,10,5
4.0,המודרני.,11,8
4.0,הזאב,1,4
4.0,הטסמני,2,6
4.0,נכחד,3,4
4.0,מאוסטרליה,4,9
4.0,כמה,5,3
4.0,אלפי,6,4
4.0,שנים,7,4
4.0,לפני,8,4
4.0,בוא,9,3
4.0,מתיישבים,10,8
4.0,אירופאים,11,8
4.0,"ליבשת,",12,6
4.0,אולם,13,4
4.0,הוא,14,3
4.0,שרד,15,3
4.0,באי,16,3
4.0,"טסמניה,",17,7
4.0,לצד,18,3
4.0,מינים,19,5
4.0,אחרים,20,5
4.0,כמו,21,3
4.0,השד,22,3
4.0,הטסמני.,23,7
4.0,חוקרים,1,6
4.0,משערים,2,6
4.0,שהוא,3,4
4.0,נכחד,4,4
4.0,לחלוטין,5,7
4.0,בשנות,6,5
4.0,השלושים,7,7
4.0,של,8,2
4.0,המאה,9,4
4.0,"הקודמת,",10,7
4.0,בעיקר,11,5
4.0,כתוצאה,12,6
4.0,מציד,13,4
4.0,אינטנסיבי,14,9
4.0,שזכה,15,4
4.0,לעידוד,16,6
4.0,בדמות,17,5
4.0,פרסים,18,5
4.0,כספיים.,19,7
4.0,גורמים,1,6
4.0,נוספים,2,6
4.0,שתרמו,3,5
4.0,לכך,4,3
4.0,הם,5,2
4.0,"מחלות,",6,6
4.0,הגעתם,7,5
4.0,של,8,2
4.0,הכלבים,9,6
4.0,"לאי,",10,4
4.0,וכן,11,3
4.0,חדירת,12,5
4.0,האדם,13,4
4.0,לתחומי,14,6
4.0,מחייתו,15,6
4.0,של,16,2
4.0,הזאב.,17,5
4.0,הזאב,1,4
4.0,הטסמני,2,6
4.0,דמה,3,3
4.0,לכלב,4,4
4.0,גדול,5,4
4.0,בעל,6,3
4.0,שיער,7,4
4.0,קצר,8,3
4.0,וזנב,9,4
4.0,קשיח.,10,5
4.0,על,1,2
4.0,פרוותו,2,6
4.0,החומה-,3,6
4.0,צהובה,4,5
4.0,נמצאו,5,5
4.0,כעשרים,6,6
4.0,פסים,7,4
4.0,כהים,8,4
4.0,ברורים,9,6
4.0,באזור,10,5
4.0,"הגב,",11,4
4.0,האחוריים,12,8
4.0,ובסיס,13,5
4.0,הזנב.,14,5
4.0,הפסים,1,5
4.0,היו,2,3
4.0,ברורים,3,6
4.0,יותר,4,4
4.0,בגיל,5,4
4.0,"צעיר,",6,5
4.0,והם,7,3
4.0,הלכו,8,4
4.0,והיטשטשו,9,8
4.0,עם,10,2
4.0,הגיל.,11,5
4.0,אף,1,2
4.0,שלא,2,3
4.0,קיימות,3,6
4.0,הקלטות,4,6
4.0,של,5,2
4.0,הקולות,6,6
4.0,שמשמיע,7,6
4.0,הזאב,8,4
4.0,"הטסמני,",9,7
4.0,עדויות,10,6
4.0,בנוגע,11,5
4.0,להתנהגותו,12,9
4.0,של,13,2
4.0,הזאב,14,4
4.0,בסביבתו,15,7
4.0,הטבעית,16,6
4.0,ובשבי,17,5
4.0,ציינו,18,5
4.0,כי,19,2
4.0,הזאב,20,4
4.0,השמיע,21,5
4.0,קולות,22,5
4.0,נהמה,23,4
4.0,ושריקה,24,6
4.0,כאשר,25,4
4.0,היה,26,3
4.0,נסער,27,4
4.0,או,28,2
4.0,נרגש.,29,5
4.0,במהלך,1,5
4.0,"הציד,",2,5
4.0,הוא,3,3
4.0,השמיע,4,5
4.0,סדרה,5,4
4.0,של,6,2
4.0,קולות,7,5
4.0,מהירים,8,6
4.0,הנשמעים,9,7
4.0,כנביחות,10,7
4.0,גרוניות,11,7
4.0,המזכירות,12,8
4.0,"שיעול,",13,6
4.0,שכנראה,14,6
4.0,שמשו,15,4
4.0,אותו,16,4
4.0,ליצירת,17,6
4.0,תקשורת,18,6
4.0,עם,19,2
4.0,חברי,20,4
4.0,הלהקה,21,5
4.0,האחרים.,22,7
5.0,יום,1,3
5.0,איכות,2,5
5.0,הסביבה,3,6
5.0,העולמי,4,6
5.0,הוא,5,3
5.0,מועד,6,4
5.0,בינלאומי,7,8
5.0,המצוין,8,6
5.0,כל,9,2
5.0,שנה,10,3
5.0,בחמישי,11,6
5.0,ליוני.,12,6
5.0,יום,1,3
5.0,זה,2,2
5.0,מצוין,3,5
5.0,על,4,2
5.0,ידי,5,3
5.0,המדינות,6,7
5.0,החברות,7,6
5.0,"באו""ם,",8,6
5.0,והוא,9,4
5.0,משמש,10,4
5.0,ככלי,11,4
5.0,להעלאת,12,6
5.0,המודעות,13,7
5.0,לאיכות,14,6
5.0,הסביבה,15,6
5.0,.,16,1
5.0,היום,1,4
5.0,הוכרז,2,5
5.0,על,3,2
5.0,ידי,4,3
5.0,העצרת,5,5
5.0,הכללית,6,6
5.0,של,7,2
5.0,האומות,8,6
5.0,המאוחדות,9,8
5.0,בתחילת,10,6
5.0,שנות,11,4
5.0,השבעים.,12,7
5.0,במהלך,1,5
5.0,היום,2,4
5.0,נערכים,3,6
5.0,מפגשים,4,6
5.0,וכנסים,5,6
5.0,לחינוך,6,6
5.0,ולמודעות,7,8
5.0,"בנושא,",8,6
5.0,כולל,9,4
5.0,דרכי,10,4
5.0,טיפול,11,5
5.0,ומניעה,12,6
5.0,בבעיות,13,6
5.0,סביבתיות.,14,9
5.0,מטרת,1,4
5.0,יום,2,3
5.0,זה,3,2
5.0,היא,4,3
5.0,להעלות,5,6
5.0,את,6,2
5.0,המודעות,7,7
5.0,לנושאים,8,7
5.0,הקשורים,9,7
5.0,באיכות,10,6
5.0,"הסביבה,",11,7
5.0,לקדם,12,4
5.0,שינוי,13,5
5.0,עמדות,14,5
5.0,בנושאים,15,7
5.0,של,16,2
5.0,איכות,17,5
5.0,הסביבה,18,6
5.0,ולהגביר,19,7
5.0,את,20,2
5.0,שיתוף,21,5
5.0,הפעולה,22,6
5.0,של,23,2
5.0,כל,24,2
5.0,"המדינות,",25,8
5.0,כדי,26,3
5.0,שאנשים,27,6
5.0,יהנו,28,4
5.0,בעתיד,29,5
5.0,מעולם,30,5
5.0,משגשג,31,5
5.0,ובטוח.,32,6
5.0,יום,1,3
5.0,איכות,2,5
5.0,הסביבה,3,6
5.0,מצוין,4,5
5.0,ברחבי,5,5
5.0,העולם,6,5
5.0,בפעילויות,7,9
5.0,"רבות,",8,5
5.0,כמו,9,3
5.0,קונצרטים,10,8
5.0,בחיק,11,4
5.0,"הטבע,",12,5
5.0,"תהלוכות,",13,8
5.0,נטיעות,14,6
5.0,"עצים,",15,5
5.0,תחרויות,16,7
5.0,כתיבה,17,5
5.0,וציור,18,5
5.0,כרזות,19,5
5.0,בבתי,20,4
5.0,"הספר,",21,5
5.0,וכן,22,3
5.0,מבצעי,23,5
5.0,מיחזור,24,6
5.0,ונקיון.,25,7
5.0,בכל,1,3
5.0,"שנה,",2,4
5.0,נבחר,3,4
5.0,נושא,4,4
5.0,אחד,5,3
5.0,המשמש,6,5
5.0,כנושא,7,5
5.0,על,8,2
5.0,לכל,9,3
5.0,הפעילויות,10,9
5.0,הנערכות,11,7
5.0,באותו,12,5
5.0,היום,13,4
5.0,מסביב,14,5
5.0,לעולם.,15,6
5.0,"למשל,",1,5
5.0,בשנת,2,4
5.0,2018,3,4
5.0,סיסמת,4,5
5.0,היום,5,4
5.0,הייתה:,6,6
5.0,"""מנצחים",7,7
5.0,את,8,2
5.0,פסולת,9,5
5.0,"הפלסטיק"",",10,9
5.0,והיום,11,5
5.0,הוקדש,12,5
5.0,להעלאת,13,6
5.0,מודעות,14,6
5.0,לנזקים,15,6
5.0,של,16,2
5.0,פסולת,17,5
5.0,מבוססת,18,6
5.0,פלסטיק,19,6
5.0,ולחשיבותם,20,9
5.0,של,21,2
5.0,תהליכי,22,6
5.0,מחזור.,23,6
5.0,היום,1,4
5.0,הוכתר,2,5
5.0,כהצלחה,3,6
5.0,"מסחררת,",4,7
5.0,ובעקבותיו,5,9
5.0,מדינות,6,6
5.0,רבות,7,4
5.0,הכריזו,8,6
5.0,כי,9,2
5.0,בכוונתם,10,7
5.0,לצמצם,11,5
5.0,את,12,2
5.0,צריכת,13,5
5.0,הפלסטיק,14,7
5.0,באופן,15,5
5.0,ניכר,16,4
5.0,בחמש,17,4
5.0,השנים,18,5
5.0,הקרובות.,19,8
6.0,מונוקול,1,7
6.0,הוא,2,3
6.0,סוג,3,3
6.0,של,4,2
6.0,משקפיים,5,7
6.0,המשמש,6,5
6.0,לתיקון,7,6
6.0,ראייה,8,5
6.0,של,9,2
6.0,עין,10,3
6.0,אחת,11,3
6.0,בלבד.,12,5
6.0,הוא,1,3
6.0,מורכב,2,5
6.0,מעדשה,3,5
6.0,עגולה,4,5
6.0,ובדרך,5,5
6.0,כלל,6,3
6.0,כולל,7,4
6.0,גם,8,2
6.0,מסגרת,9,5
6.0,עשויה,10,5
6.0,מתכת,11,4
6.0,על,12,2
6.0,מנת,13,3
6.0,לאפשר,14,5
6.0,חיבור,15,5
6.0,שרוך.,16,5
6.0,הצד,1,3
6.0,השני,2,4
6.0,של,3,2
6.0,השרוך,4,5
6.0,קשור,5,4
6.0,לבגד,6,4
6.0,המרכיב,7,6
6.0,כדי,8,3
6.0,למנוע,9,5
6.0,את,10,2
6.0,איבוד,11,5
6.0,המונוקל.,12,8
6.0,המונוקל,1,7
6.0,היה,2,3
6.0,נפוץ,3,4
6.0,ביותר,4,5
6.0,בסוף,5,4
6.0,המאה,6,4
6.0,התשע-,7,5
6.0,עשרה,8,4
6.0,אך,9,2
6.0,כיום,10,4
6.0,הוא,11,3
6.0,מאוד,12,4
6.0,נדיר.,13,5
6.0,זאת,1,3
6.0,בעיקר,2,5
6.0,בגלל,3,4
6.0,ההתקדמות,4,8
6.0,בתחום,5,5
6.0,האופטומטריה,6,11
6.0,אשר,7,3
6.0,מאפשרת,8,6
6.0,הבחנה,9,5
6.0,טובה,10,4
6.0,יותר,11,4
6.0,של,12,2
6.0,כושר,13,4
6.0,הראייה,14,6
6.0,וכן,15,3
6.0,גם,16,2
6.0,בגלל,17,4
6.0,היכולת,18,6
6.0,לייצר,19,5
6.0,משקפיים,20,7
6.0,ועדשות,21,6
6.0,מגע,22,3
6.0,עם,23,2
6.0,עוצמה,24,5
6.0,שונה,25,4
6.0,לכל,26,3
6.0,עין.,27,4
6.0,המונוקל,1,7
6.0,מוחזק,2,5
6.0,במקומו,3,6
6.0,על,4,2
6.0,ידי,5,3
6.0,שרירי,6,5
6.0,הפנים,7,5
6.0,של,8,2
6.0,המרכיב,9,6
6.0,כאשר,10,4
6.0,גודל,11,4
6.0,המונוקל,12,7
6.0,מותאם,13,5
6.0,כך,14,2
6.0,שיוכל,15,5
6.0,להישאר,16,6
6.0,במקומו,17,6
6.0,בין,18,3
6.0,הגבה,19,4
6.0,ללחי,20,4
6.0,של,21,2
6.0,המרכיב,22,6
6.0,על,23,2
6.0,ידי,24,3
6.0,קריצה,25,5
6.0,קלה.,26,4
6.0,בגלל,1,4
6.0,אופן,2,4
6.0,ההרכבה,3,6
6.0,"הזו,",4,4
6.0,יכול,5,4
6.0,המונוקל,6,7
6.0,ליפול,7,5
6.0,בקלות,8,5
6.0,בעקבות,9,6
6.0,הבעת,10,4
6.0,פנים,11,4
6.0,לא,12,2
6.0,מתאימה.,13,7
6.0,השימוש,1,6
6.0,במונוקל,2,7
6.0,היה,3,3
6.0,מקושר,4,5
6.0,בדרך,5,4
6.0,כלל,6,3
6.0,עם,7,2
6.0,גברים,8,5
6.0,בני,9,3
6.0,המעמד,10,5
6.0,העליון,11,6
6.0,העשיר.,12,6
6.0,בסוף,1,4
6.0,המאה,2,4
6.0,התשע-,3,5
6.0,"עשרה,",4,5
6.0,השימוש,5,6
6.0,במונוקל,6,7
6.0,שולב,7,4
6.0,בדרך,8,4
6.0,כלל,9,3
6.0,עם,10,2
6.0,טוקסידו,11,7
6.0,"ומגבעת,",12,7
6.0,אשר,13,3
6.0,השלימו,14,6
6.0,את,15,2
6.0,תלבושתם,16,7
6.0,הסטריאוטיפית,17,12
6.0,של,18,2
6.0,ג'נטלמנים,19,9
6.0,אנגליים.,20,8
7.0,טעימת,1,5
7.0,יין,2,3
7.0,היא,3,3
7.0,הליך,4,4
7.0,בחינה,5,5
7.0,חושית,6,5
7.0,והערכה,7,6
7.0,של,8,2
7.0,יין.,9,4
7.0,בעוד,1,4
7.0,שהנוהג,2,6
7.0,של,3,2
7.0,טעימת,4,5
7.0,יין,5,3
7.0,עתיק,6,4
7.0,כמו,7,3
7.0,"הפקתו,",8,6
7.0,שיטה,9,4
7.0,יותר,10,4
7.0,פורמלית,11,7
7.0,נוסדה,12,5
7.0,לאיטה,13,5
7.0,החל,14,3
7.0,מסוף,15,4
7.0,ימי,16,3
7.0,הביניים,17,7
7.0,ואילך.,18,6
7.0,טועמי,1,5
7.0,יין,2,3
7.0,מקצועיים,3,8
7.0,מודרניים,4,8
7.0,משתמשים,5,7
7.0,בטרמינולוגיה,6,12
7.0,מיוחדת,7,6
7.0,המשמשת,8,6
7.0,לתיאור,9,6
7.0,מגוון,10,5
7.0,של,11,2
7.0,"טעמים,",12,6
7.0,"ארומות,",13,7
7.0,ותכונות,14,7
7.0,כלליות,15,6
7.0,של,16,2
7.0,היין.,17,5
7.0,בשנים,1,5
7.0,"האחרונות,",2,9
7.0,תוצאות,3,6
7.0,המאתגרות,4,8
7.0,את,5,2
7.0,מהימנותם,6,8
7.0,של,7,2
7.0,טעימת,8,5
7.0,יין,9,3
7.0,על,10,2
7.0,ידי,11,3
7.0,מומחים,12,6
7.0,וצרכניים,13,8
7.0,צצו,14,3
7.0,לפני,15,4
7.0,השטח.,16,5
7.0,"למשל,",1,5
7.0,מחקרים,2,6
7.0,הראו,3,4
7.0,כי,4,2
7.0,אנשים,5,5
7.0,מצפים,6,5
7.0,כי,7,2
7.0,ליין,8,4
7.0,יקר,9,3
7.0,יותר,10,4
7.0,יהיו,11,4
7.0,יותר,12,4
7.0,תכונות,13,6
7.0,רצויות,14,6
7.0,מליין,15,5
7.0,פחוות,16,5
7.0,יקר:,17,4
7.0,כאשר,18,4
7.0,טועמים,19,6
7.0,מקבלים,20,6
7.0,יין,21,3
7.0,שנאמר,22,5
7.0,להם,23,3
7.0,באופן,24,5
7.0,שקרי,25,4
7.0,כי,26,2
7.0,הוא,27,3
7.0,יקר,28,3
7.0,הם,29,2
7.0,כמעט,30,4
7.0,תמיד,31,4
7.0,דיווחו,32,6
7.0,שיין,33,4
7.0,זה,34,2
7.0,טעים,35,4
7.0,יותר,36,4
7.0,מאותו,37,5
7.0,יין,38,3
7.0,כאשר,39,4
7.0,נאמר,40,4
7.0,להם,41,3
7.0,שהוא,42,4
7.0,זול.,43,4
7.0,מחקרים,1,6
7.0,אחרים,2,5
7.0,הראו,3,4
7.0,כי,4,2
7.0,שיפוטם,5,6
7.0,של,6,2
7.0,טועמים,7,6
7.0,יכול,8,4
7.0,להיות,9,5
7.0,מושפע,10,5
7.0,מידיעת,11,6
7.0,פרטים,12,5
7.0,שונים,13,5
7.0,על,14,2
7.0,"היין,",15,5
7.0,כגון,16,4
7.0,מוצאו,17,5
7.0,הגאוגרפי,18,8
7.0,של,19,2
7.0,"היין,",20,5
7.0,המוניטין,21,8
7.0,"שלו,",22,4
7.0,או,23,2
7.0,מאפיינים,24,8
7.0,אחרים.,25,6
7.0,טעימת,1,5
7.0,יין,2,3
7.0,אובייקטיבית,3,11
7.0,לכן,4,3
7.0,דורשת,5,5
7.0,שהיין,6,5
7.0,יוגש,7,4
7.0,באופן,8,5
7.0,עיוור,9,5
7.0,–,10,1
7.0,"כלומר,",11,6
7.0,מבלי,12,4
7.0,שהטועם,13,6
7.0,יראה,14,4
7.0,את,15,2
7.0,התוית,16,5
7.0,או,17,2
7.0,את,18,2
7.0,צורת,19,4
7.0,הבקבוק.,20,7
7.0,לעיתים,1,6
7.0,טעימה,2,5
7.0,עיוורת,3,6
7.0,כרוכה,4,5
7.0,בהגשת,5,5
7.0,היין,6,4
7.0,מכוס,7,4
7.0,יין,8,3
7.0,שחורה,9,5
7.0,על,10,2
7.0,מנת,11,3
7.0,למסך,12,4
7.0,את,13,2
7.0,צבעו,14,4
7.0,של,15,2
7.0,היין.,16,5
8.0,מיץ,1,3
8.0,תפוזים,2,6
8.0,הוא,3,3
8.0,מיץ,4,3
8.0,פירות,5,5
8.0,המופק,6,5
8.0,מסחיטת,7,6
8.0,תפוזים.,8,7
8.0,הוא,1,3
8.0,נפוץ,2,4
8.0,במדינות,3,7
8.0,רבות,4,4
8.0,"בעולם,",5,6
8.0,ובמקומות,6,8
8.0,רבים,7,4
8.0,נהוג,8,4
8.0,לשתות,9,5
8.0,אותו,10,4
8.0,בארוחת,11,6
8.0,הבוקר.,12,6
8.0,ברזיל,1,5
8.0,היא,2,3
8.0,המובילה,3,7
8.0,בייצוא,4,6
8.0,של,5,2
8.0,מיץ,6,3
8.0,"תפוזים,",7,7
8.0,ואחריה,8,6
8.0,ארצות,9,5
8.0,הברית.,10,6
8.0,כוס,1,3
8.0,מיץ,2,3
8.0,ממוצעת,3,6
8.0,מכילה,4,5
8.0,כשניים,5,6
8.0,וחצי,6,4
8.0,תפוזים.,7,7
8.0,בניגוד,1,6
8.0,לייצור,2,6
8.0,ביתי,3,4
8.0,של,4,2
8.0,מיץ,5,3
8.0,תפוזים,6,6
8.0,הכולל,7,5
8.0,אך,8,2
8.0,ורק,9,3
8.0,סחיטה,10,5
8.0,של,11,2
8.0,תפוזים,12,6
8.0,"טריים,",13,6
8.0,ייצורו,14,6
8.0,המסחרי,15,6
8.0,כולל,16,4
8.0,מספר,17,4
8.0,שלבים,18,5
8.0,מורכבים.,19,8
8.0,בשלב,1,4
8.0,"הראשון,",2,7
8.0,לאחר,3,4
8.0,סחיטת,4,5
8.0,"התפוזים,",5,8
8.0,המיץ,6,4
8.0,עובר,7,4
8.0,תהליך,8,5
8.0,פיסטור,9,6
8.0,וסינון.,10,7
8.0,לאחר,1,4
8.0,שלב,2,3
8.0,"זה,",3,3
8.0,המיץ,4,4
8.0,עובר,5,4
8.0,תהליך,6,5
8.0,אידוי,7,5
8.0,בתנאי,8,5
8.0,ריק,9,3
8.0,וחום.,10,5
8.0,לאחר,1,4
8.0,אידוי,2,5
8.0,רוב,3,3
8.0,המים,4,4
8.0,בתערובת,5,7
8.0,"המיץ,",6,5
8.0,נותר,7,4
8.0,תרכיז,8,5
8.0,אשר,9,3
8.0,מרבית,10,5
8.0,משקלו,11,5
8.0,מקורה,12,5
8.0,בסוכר,13,5
8.0,סוכר.,14,5
8.0,תרכיז,1,5
8.0,זה,2,2
8.0,מאוכסן,3,6
8.0,בהקפאה,4,6
8.0,בטמפרטורה,5,9
8.0,של,6,2
8.0,מינוס,7,5
8.0,עשר,8,3
8.0,מעלות.,9,6
8.0,"לעיתים,",1,7
8.0,בתום,2,4
8.0,תהליך,3,5
8.0,האידוי,4,6
8.0,מוסיפים,5,7
8.0,לתערובת,6,7
8.0,"תמציות,",7,7
8.0,ויטמין,8,6
8.0,C,9,1
8.0,ושמנים,10,6
8.0,כדי,11,3
8.0,להשיב,12,5
8.0,לחומר,13,5
8.0,תכונות,14,6
8.0,של,15,2
8.0,טעם,16,3
8.0,וערך,17,4
8.0,תזונתי.,18,7
8.0,ישנם,1,4
8.0,מחקרים,2,6
8.0,רבים,3,4
8.0,סותרים,4,6
8.0,בנוגע,5,5
8.0,ליתרונותיו,6,10
8.0,הבריאותיים,7,10
8.0,של,8,2
8.0,צריכה,9,5
8.0,יומית,10,5
8.0,של,11,2
8.0,מיץ,12,3
8.0,תפוזים.,13,7
8.0,מצד,1,3
8.0,"אחד,",2,4
8.0,המיץ,3,4
8.0,מכיל,4,4
8.0,כמויות,5,6
8.0,מכובדות,6,7
8.0,של,7,2
8.0,ויטמינים.,8,9
8.0,אך,1,2
8.0,מצד,2,3
8.0,"שני,",3,4
8.0,מיץ,4,3
8.0,תפוזים,5,6
8.0,מכיל,6,4
8.0,כמויות,7,6
8.0,סוכר,8,4
8.0,"גבוהות,",9,7
8.0,אשר,10,3
8.0,דומות,11,5
8.0,למשקאות,12,7
8.0,ממותקים,13,7
8.0,מלאכותיים.,14,10
8.0,"לכן,",1,4
8.0,רוב,2,3
8.0,מומחי,3,5
8.0,הבריאות,4,7
8.0,ממליצים,5,7
8.0,לצרוך,6,5
8.0,את,7,2
8.0,הפרי,8,4
8.0,בצורתו,9,6
8.0,"הגולמית,",10,8
8.0,ולא,11,3
8.0,בצורת,12,5
8.0,מיץ.,13,4
9.0,דבוראות,1,7
9.0,היא,2,3
9.0,ענף,3,3
9.0,בחקלאות,4,7
9.0,העוסק,5,5
9.0,בגידול,6,6
9.0,דבורים,7,6
9.0,מבויתות.,8,8
9.0,מטרת,1,4
9.0,הדבוראות,2,8
9.0,היא,3,3
9.0,הפקת,4,4
9.0,תוצרים,5,6
9.0,מכוורת,6,6
9.0,הדבורים.,7,8
9.0,רוב,1,3
9.0,העוסקים,2,7
9.0,בענף,3,4
9.0,מגדלים,4,6
9.0,דבורים,5,6
9.0,לצורך,6,5
9.0,הפקת,7,4
9.0,"דבש,",8,4
9.0,אשר,9,3
9.0,לו,10,2
9.0,מגוון,11,5
9.0,שימושים,12,7
9.0,"נרחב,",13,5
9.0,כמקור,14,5
9.0,"לתזונה,",15,7
9.0,כמרכיב,16,6
9.0,במשקאות,17,7
9.0,ובמתכונים,18,9
9.0,וגם,19,3
9.0,ברפואה.,20,7
9.0,מוצר,1,4
9.0,נפוץ,2,4
9.0,נוסף,3,4
9.0,הוא,4,3
9.0,שעוות,5,5
9.0,"הדבורים,",6,8
9.0,שמשמשת,7,6
9.0,לייצור,8,6
9.0,נרות,9,4
9.0,כמו,10,3
9.0,גם,11,2
9.0,לייצור,12,6
9.0,מוצרים,13,6
9.0,בתחום,14,5
9.0,הטקסטיל.,15,8
9.0,מקצוע,1,5
9.0,הדבוראות,2,8
9.0,דורש,3,4
9.0,מאמץ,4,4
9.0,פיזי:,5,5
9.0,לפי,6,3
9.0,הערכות,7,6
9.0,כוורת,8,5
9.0,אחת,9,3
9.0,אינה,10,4
9.0,דורשת,11,5
9.0,יותר,12,4
9.0,משני,13,4
9.0,ימי,14,3
9.0,עבודה,15,5
9.0,"בשנה,",16,5
9.0,אולם,17,4
9.0,דבוראי,18,6
9.0,מטפל,19,4
9.0,לרוב,20,4
9.0,במספר,21,5
9.0,רב,22,2
9.0,של,23,2
9.0,"כוורות,",24,7
9.0,המפוזרות,25,8
9.0,על,26,2
9.0,פני,27,3
9.0,מרחק,28,4
9.0,רב.,29,3
9.0,"בנוסף,",1,6
9.0,העבודה,2,6
9.0,מאופיינת,3,8
9.0,בהעתקת,4,6
9.0,מיקום,5,5
9.0,הכוורות,6,7
9.0,מאזור,7,5
9.0,מרעה,8,4
9.0,אחד,9,3
9.0,"לאחר,",10,5
9.0,בניית,11,5
9.0,קומות,12,5
9.0,של,13,2
9.0,"כוורות,",14,7
9.0,ורדיית,15,6
9.0,"דבש,",16,4
9.0,כאשר,17,4
9.0,אחד,18,3
9.0,הקשיים,19,6
9.0,הגדולים,20,7
9.0,הוא,21,3
9.0,ביצוע,22,5
9.0,העבודות,23,7
9.0,בעת,24,3
9.0,לבישת,25,5
9.0,סרבל,26,4
9.0,מגן,27,3
9.0,המגביל,28,6
9.0,את,29,2
9.0,התנועה,30,6
9.0,ומקשה,31,5
9.0,על,32,2
